org.apache.http.impl.conn.CPoolEntry.close_void,v0,<functionCall></functionCall>,95.7446808511
org.apache.http.impl.cookie.DefaultCookieSpec.getVersionHeader_interface_org.apache.http.Header,v0,<functionCall></functionCall>,99.0384615385
org.apache.http.impl.client.AbstractHttpClient.getRedirectStrategy_interface_org.apache.http.client.RedirectStrategy,v0,<functionCall></functionCall>,99.0783410138
org.apache.http.client.protocol.HttpClientContext.getUserToken_class_java.lang.Object,v0,<functionCall></functionCall>,94.2857142857
org.apache.http.client.methods.HttpRequestWrapper.getURI_class_java.net.URI,v0,<functionCall></functionCall>,96.875
org.apache.http.impl.conn.DefaultClientConnection.close_void,v0,<functionCall></functionCall>,98.7421383648
org.apache.http.client.protocol.HttpClientContext.getRequestConfig_class_org.apache.http.client.config.RequestConfig,v0,<functionCall></functionCall>,99.537037037
org.apache.http.impl.client.RequestWrapper.getRequestLine_interface_org.apache.http.RequestLine,v0,<functionCall></functionCall>,99.9001497753
org.apache.http.client.methods.HttpRequestBase.getConfig_class_org.apache.http.client.config.RequestConfig,v0,<functionCall></functionCall>,94.8717948718
org.apache.http.conn.ssl.SSLContextBuilder.build_class_javax.net.ssl.SSLContext,v0,<functionCall></functionCall>,98.8372093023
org.apache.http.impl.conn.ManagedClientConnectionImpl.setIdleDuration_long.arg0_java.util.concurrent.TimeUnit.arg1_void,v0,<functionCall><long>-1</long><java.util.concurrent.TimeUnit>MILLISECONDS</java.util.concurrent.TimeUnit></functionCall>,98.8950276243
org.apache.http.client.protocol.HttpClientContext.getCookieSpecRegistry_interface_org.apache.http.config.Lookup,v0,<functionCall></functionCall>,99.0566037736
org.apache.http.impl.conn.ManagedClientConnectionImpl.abortConnection_void,v0,<functionCall></functionCall>,94.7368421053
org.apache.http.client.methods.HttpRequestBase.setConfig_org.apache.http.client.config.RequestConfig.arg0_void,v0,<functionCall><org.apache.http.client.config.RequestConfig><expectContinueEnabled>false</expectContinueEnabled><staleConnectionCheckEnabled>false</staleConnectionCheckEnabled><redirectsEnabled>true</redirectsEnabled><relativeRedirectsAllowed>true</relativeRedirectsAllowed><circularRedirectsAllowed>false</circularRedirectsAllowed><maxRedirects>42</maxRedirects><authenticationEnabled>true</authenticationEnabled><connectionRequestTimeout>-1</connectionRequestTimeout><connectTimeout>-1</connectTimeout><socketTimeout>-1</socketTimeout><contentCompressionEnabled>true</contentCompressionEnabled></org.apache.http.client.config.RequestConfig></functionCall>,55.5555555556
org.apache.http.impl.client.RequestWrapper.getOriginal_interface_org.apache.http.HttpRequest,v0,<functionCall></functionCall>,60.0
org.apache.http.impl.client.EntityEnclosingRequestWrapper.getEntity_interface_org.apache.http.HttpEntity,v0,<functionCall></functionCall>,99.3006993007
org.apache.http.client.methods.HttpRequestBase.setURI_java.net.URI.arg0_void,v0,<functionCall><uri>/</uri></functionCall>,76.245210728
org.apache.http.impl.conn.ManagedClientConnectionImpl.releaseConnection_void,v0,<functionCall></functionCall>,99.0697674419
org.apache.http.conn.ssl.SSLSocketFactory.getSocketFactory_class_org.apache.http.conn.ssl.SSLSocketFactory,v0,<functionCall></functionCall>,98.9583333333
org.apache.http.impl.cookie.BasicCommentHandler.getAttributeName_class_java.lang.String,v0,<functionCall></functionCall>,99.9209173586
org.apache.http.client.protocol.HttpClientContext.getRedirectLocations_interface_java.util.List,v0,<functionCall></functionCall>,94.1176470588
org.apache.http.impl.cookie.RFC2965CommentUrlAttributeHandler.getAttributeName_class_java.lang.String,v0,<functionCall></functionCall>,99.7439180538
org.apache.http.impl.client.RequestWrapper.isRepeatable_boolean,v0,<functionCall></functionCall>,98.2300884956
org.apache.http.impl.cookie.RFC2109VersionHandler.getAttributeName_class_java.lang.String,v0,<functionCall></functionCall>,99.7439180538
org.apache.http.client.protocol.HttpClientContext.create_class_org.apache.http.client.protocol.HttpClientContext,v0,<functionCall></functionCall>,71.4285714286
org.apache.http.conn.util.PublicSuffixList.getExceptions_interface_java.util.List,v0,<functionCall></functionCall>,85.7142857143
org.apache.http.client.methods.HttpRequestWrapper.getOriginal_interface_org.apache.http.HttpRequest,v0,<functionCall></functionCall>,96.5517241379
org.apache.http.impl.auth.AuthSchemeBase.isProxy_boolean,v0,<functionCall></functionCall>,85.7142857143
org.apache.http.impl.conn.ManagedClientConnectionImpl.flush_void,v0,<functionCall></functionCall>,99.1379310345
org.apache.http.conn.ssl.SSLContexts.createDefault_class_javax.net.ssl.SSLContext,v0,<functionCall></functionCall>,98.9583333333
org.apache.http.impl.client.RequestWrapper.getProtocolVersion_class_org.apache.http.ProtocolVersion,v0,<functionCall></functionCall>,99.9035214665
org.apache.http.client.methods.HttpGet.getMethod_class_java.lang.String,v0,<functionCall></functionCall>,98.8439306358
org.apache.http.impl.cookie.BasicMaxAgeHandler.getAttributeName_class_java.lang.String,v0,<functionCall></functionCall>,99.8857142857
org.apache.http.conn.scheme.PlainSocketFactory.getSocketFactory_class_org.apache.http.conn.scheme.PlainSocketFactory,v0,<functionCall></functionCall>,98.9583333333
org.apache.http.impl.client.AbstractHttpClient.getAuthSchemes_class_org.apache.http.auth.AuthSchemeRegistry,v0,<functionCall></functionCall>,99.0783410138
org.apache.http.client.methods.HttpRequestWrapper.getRequestLine_interface_org.apache.http.RequestLine,v0,<functionCall></functionCall>,99.2248062016
org.apache.http.impl.client.HttpClients.custom_class_org.apache.http.impl.client.HttpClientBuilder,v0,<functionCall></functionCall>,95.7446808511
org.apache.http.impl.execchain.ConnectionHolder.isReleased_boolean,v0,<functionCall></functionCall>,91.6666666667
org.apache.http.impl.client.InternalHttpClient.close_void,v0,<functionCall></functionCall>,95.0
org.apache.http.impl.conn.LoggingManagedHttpClientConnection.close_void,v0,<functionCall></functionCall>,96.0784313725
org.apache.http.impl.cookie.IgnoreSpec.getVersion_int,v0,<functionCall></functionCall>,80.0
org.apache.http.conn.util.InetAddressUtils.isIPv6HexCompressedAddress_java.lang.String.arg0_boolean,v0,<functionCall><string>127.0.0.1</string></functionCall>,68.6746987952
org.apache.http.impl.client.AbstractHttpClient.getConnectionManager_interface_org.apache.http.conn.ClientConnectionManager,v0,<functionCall></functionCall>,99.7929606625
org.apache.http.impl.cookie.RFC2965DomainAttributeHandler.getAttributeName_class_java.lang.String,v0,<functionCall></functionCall>,99.7439180538
org.apache.http.client.protocol.HttpClientContext.getAuthSchemeRegistry_interface_org.apache.http.config.Lookup,v0,<functionCall></functionCall>,85.7142857143
org.apache.http.conn.ssl.SSLConnectionSocketFactory.getDefaultHostnameVerifier_interface_javax.net.ssl.HostnameVerifier,v0,<functionCall></functionCall>,93.3333333333
org.apache.http.impl.conn.LoggingManagedHttpClientConnection.shutdown_void,v0,<functionCall></functionCall>,75.0
org.apache.http.client.entity.EntityBuilder.create_class_org.apache.http.client.entity.EntityBuilder,v0,<functionCall></functionCall>,77.7777777778
org.apache.http.impl.conn.ManagedClientConnectionImpl.setSocketTimeout_int.arg0_void,v0,<functionCall><int>0</int></functionCall>,94.1176470588
org.apache.http.impl.cookie.BasicExpiresHandler.getAttributeName_class_java.lang.String,v0,<functionCall></functionCall>,99.85196151
org.apache.http.impl.client.EntityEnclosingRequestWrapper.EntityWrapper.writeTo_java.io.OutputStream.arg0_void,v0,AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA,96.5762070054
org.apache.http.impl.cookie.RFC2965DiscardAttributeHandler.getAttributeName_class_java.lang.String,v0,<functionCall></functionCall>,99.7439180538
org.apache.http.impl.conn.CPoolEntry.closeConnection_void,v0,<functionCall></functionCall>,96.0784313725
org.apache.http.impl.client.AbstractHttpClient.getCookieStore_interface_org.apache.http.client.CookieStore,v0,<functionCall></functionCall>,99.0783410138
org.apache.http.impl.execchain.ConnectionHolder.abortConnection_void,v0,<functionCall></functionCall>,66.6666666667
org.apache.http.impl.client.EntityEnclosingRequestWrapper.expectContinue_boolean,v0,<functionCall></functionCall>,97.2602739726
