BroadleafCommerce-develop-5.2.x=Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.081 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.055 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.036 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.081 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.02 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 sec
Tests run: 0, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.22 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.052 sec
Tests run: 0, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.062 sec
Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.103 sec
Tests run: 0, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.031 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.15 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.086 sec
Tests run: 19, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.102 sec
Tests run: 17, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.025 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.022 sec
Tests run: 0, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.03 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.021 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.016 sec
Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.035 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.012 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.019 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.016 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.038 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.324 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.07 sec
Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.787 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.054 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.112 sec
Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.155 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.083 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.428 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.007 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.023 sec
Tests run: 162, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 208.149 sec
EMV-NFC-Paycard-Enrollment-master=Tests run: 23, Failures: 0, Errors: 0, Skipped : 0, Time elapsed: 1.108 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.016 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.066 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.649 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 sec
librec-2.0.0=Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 24.401 sec - in net.librec.recommender.cf.rating.AspectModelRatingTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.949 sec - in net.librec.recommender.cf.rating.ASVDPlusPlusTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.327 sec - in net.librec.recommender.cf.rating.BiasedMFTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 22.375 sec - in net.librec.recommender.cf.rating.BPMFTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 6.476 sec - in net.librec.recommender.cf.rating.BPoissMFTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1,784.022 sec - in net.librec.recommender.cf.rating.FFMTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 14.488 sec - in net.librec.recommender.cf.rating.FMFTRLTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 19.363 sec - in net.librec.recommender.cf.rating.GPLSATestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 6.446 sec - in net.librec.recommender.cf.rating.LDCCTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.152 sec - in net.librec.recommender.cf.rating.LLORMATestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 21.126 sec - in net.librec.recommender.cf.rating.MFALSTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.136 sec - in net.librec.recommender.cf.rating.NMFTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.261 sec - in net.librec.recommender.cf.rating.PMFTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 35.573 sec - in net.librec.recommender.cf.rating.RBMTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.5 sec - in net.librec.recommender.cf.rating.SVDPlusPlusTestCase
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 4.793 sec - in net.librec.recommender.cf.rating.URPTestCase
allure1-master=Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.042 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.017 sec
Tests run: 17, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.015 sec
Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.218 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
dddsample-core-master=Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 13.206 sec - in se.citerus.dddsample.acceptance.AdminAcceptanceTest
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.291 sec - in se.citerus.dddsample.acceptance.CustomerAcceptanceTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.236 sec - in se.citerus.dddsample.application.BookingServiceTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.01 sec - in se.citerus.dddsample.application.HandlingEventServiceTest
Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 sec - in se.citerus.dddsample.domain.model.cargo.CargoTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.model.cargo.DeliveryTest
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.ItineraryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.LegTest
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.RouteSpecificationTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.TrackingIdTest
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 sec - in se.citerus.dddsample.domain.model.handling.HandlingEventFactoryTest
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.handling.HandlingEventTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 sec - in se.citerus.dddsample.domain.model.handling.HandlingHistoryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.location.LocationTest
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 sec - in se.citerus.dddsample.domain.model.location.UnLocodeTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.voyage.CarrierMovementTest
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.model.voyage.ScheduleTest
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.model.voyage.VoyageNumberTest
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.domain.model.voyage.VoyageTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.shared.AndSpecificationTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.shared.experimental.ValueObjectSupportTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec - in se.citerus.dddsample.domain.shared.NotSpecificationTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.shared.OrSpecificationTest
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.556 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.CargoRepositoryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.024 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.CarrierMovementRepositoryTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.052 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.046 sec - in se.citerus.dddsample.infrastructure.persistence.hibernate.LocationRepositoryTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec - in se.citerus.dddsample.infrastructure.routing.ExternalRoutingServiceTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec - in se.citerus.dddsample.interfaces.booking.facade.internal.assembler.CargoRoutingDTOAssemblerTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec - in se.citerus.dddsample.interfaces.booking.facade.internal.assembler.ItineraryCandidateDTOAssemblerTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.interfaces.booking.facade.internal.assembler.LocationDTOAssemblerTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.019 sec - in se.citerus.dddsample.interfaces.booking.web.ItinerarySelectionCommandTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.12 sec - in se.citerus.dddsample.interfaces.tracking.CargoTrackingControllerTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec - in se.citerus.dddsample.interfaces.tracking.CargoTrackingViewAdapterTest
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec - in se.citerus.dddsample.interfaces.tracking.TrackCommandValidatorTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.005 sec - in se.citerus.dddsample.scenario.CargoLifecycleScenarioTest
apollo-master=Tests run: 42, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.992 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.034 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.13 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec
Tests run: 17, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.024 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.013 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.111 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.003 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.038 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 sec
Tests run: 34, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.278 sec
Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.515 sec
Tests run: 12, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.128 sec
Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.015 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.023 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.022 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.02 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 sec
Tests run: 21, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.195 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.011 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.035 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.073 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.053 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.092 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.249 sec
Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.105 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.691 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.014 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.126 sec
Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.01 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.006 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 3.631 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.034 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.031 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.131 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.169 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.196 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.108 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.019 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.15 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.646 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 5.233 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.01 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.11 sec
Tests run: 7, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.309 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.271 sec
Tests run: 5, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.004 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.035 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.02 sec
Tests run: 20, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 5.068 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.147 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.121 sec
Tests run: 17, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 2.656 sec
Tests run: 25, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.428 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 15, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 sec
Tests run: 18, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.011 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.002 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.001 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 1.256 sec
Tests run: 24, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.07 sec
Tests run: 15, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.801 sec
Tests run: 8, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.042 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.045 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.666 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.012 sec
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.033 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.72 sec
Tests run: 4, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.67 sec
Tests run: 6, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.253 sec
Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.099 sec
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.031 sec
dddsample-core-master=Tests run: 2, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 32.446 sec - in se.citerus.dddsample.acceptance.AdminAcceptanceTest
Tests run: 3, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.303 sec - in se.citerus.dddsample.acceptance.CustomerAcceptanceTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.202 sec - in se.citerus.dddsample.application.BookingServiceTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.008 sec - in se.citerus.dddsample.application.HandlingEventServiceTest
Tests run: 10, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0.009 sec - in se.citerus.dddsample.domain.model.cargo.CargoTest
Tests run: 1, Failures: 0, Errors: 0, Skipped: 0, Time elapsed: 0 sec - in se.citerus.dddsample.domain.model.cargo.DeliveryTest
